Semester,Course ID,Course Name,Instructor,Enrollment,Max Capacity,Offered,A,B,C,D,F,Classroom Location,Class Capacity,Distance to IMU (m),Distance to Wells Library (m),Distance to Luddy Hall (m),Distance to Sample Gates (m),Latitude,Longitude,Preferred Location,Preferred Location Latitude,Preferred Location Longitude,Topics,Keywords,Class Start Time,Preferred Location Time
2019 Spring,INFO-I115,Course 15,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Collins,39.1708,-86.5237,AI/ML,"deep learning, AI ethics, reinforcement learning, neural networks, natural language processing",09:27,09:34
2019 Spring,INFO-I116,Course 16,Dr. Jones,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,HCI,"interaction design, interface design, user experience, human factors, usability testing",19:21,19:28
2019 Spring,INFO-I117,Course 17,Dr. Jones,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,McNutt,39.1763,-86.5202,HCI,"user experience, interaction design, interface design, usability testing, human factors",19:59,20:06
2019 Spring,INFO-I118,Course 18,Dr. Johnson,123,150,TRUE,41,25,28,23,6,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Software Engineering,"software design, testing, agile, debugging, programming",15:28,15:38
2019 Spring,INFO-I119,Course 19,Dr. Williams,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,AI/ML,"natural language processing, neural networks, reinforcement learning, AI ethics, deep learning",10:51,10:56
2019 Spring,INFO-I120,Course 20,Dr. Williams,49,150,TRUE,43,0,0,4,2,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,Software Engineering,"software design, programming, agile, testing, debugging",18:16,18:24
2019 Spring,INFO-I121,Course 21,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Forest,39.16469636,-86.51291367,Data Science,"visualization, statistics, big data, data analysis, machine learning",15:39,15:46
2019 Spring,INFO-I122,Course 22,Dr. Smith,10,100,TRUE,5,1,2,2,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Software Engineering,"programming, debugging, testing, agile, software design",13:05,13:14
2019 Spring,INFO-I123,Course 23,Dr. Johnson,60,50,TRUE,36,13,0,11,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"big data, machine learning, statistics, visualization, data analysis",10:23,10:30
2019 Spring,INFO-I124,Course 24,Dr. Brown,63,150,TRUE,23,10,15,5,10,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,AI/ML,"AI ethics, deep learning, reinforcement learning, neural networks, natural language processing",18:52,19:02
2019 Spring,INFO-I125,Course 25,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,AI/ML,"AI ethics, deep learning, natural language processing, reinforcement learning, neural networks",12:23,12:31
2019 Spring,INFO-I126,Course 26,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Software Engineering,"programming, debugging, software design, agile, testing",17:04,17:13
2019 Spring,INFO-I127,Course 27,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Wells Library,39.1724,-86.5168,HCI,"usability testing, human factors, user experience, interface design, interaction design",17:49,17:57
2019 Spring,INFO-I128,Course 28,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,Software Engineering,"testing, agile, programming, software design, debugging",15:58,16:04
2019 Spring,INFO-I129,Course 29,Dr. Williams,26,150,TRUE,17,4,1,3,1,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Collins,39.1708,-86.5237,Software Engineering,"programming, debugging, software design, testing, agile",12:00,12:06
2019 Spring,INFO-I130,Course 30,Dr. Brown,34,100,TRUE,18,1,7,4,4,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Collins,39.1708,-86.5237,Software Engineering,"debugging, agile, software design, programming, testing",19:15,19:21
2019 Spring,INFO-I131,Course 31,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,Data Science,"machine learning, visualization, data analysis, statistics, big data",15:34,15:41
2019 Spring,INFO-I132,Course 32,Dr. Smith,111,50,TRUE,63,10,17,11,10,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Information Systems,"networking, IT management, databases, enterprise systems, cloud computing",19:29,19:34
2019 Spring,INFO-I133,Course 33,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Union Street,39.17137812,-86.50945125,Software Engineering,"agile, debugging, testing, programming, software design",17:52,18:01
2019 Spring,INFO-I134,Course 34,Dr. Smith,128,100,TRUE,68,12,22,7,19,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Wells Library,39.1724,-86.5168,Data Science,"machine learning, big data, data analysis, visualization, statistics",17:10,17:17
2019 Spring,INFO-I135,Course 35,Dr. Jones,86,100,TRUE,56,4,5,11,10,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Wells Library,39.1724,-86.5168,Data Science,"data analysis, machine learning, statistics, big data, visualization",15:00,15:08
2019 Spring,INFO-I136,Course 36,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Data Science,"visualization, machine learning, big data, data analysis, statistics",19:19,19:29
2019 Spring,INFO-I137,Course 37,Dr. Smith,105,50,TRUE,60,15,11,8,11,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,McNutt,39.1763,-86.5202,AI/ML,"AI ethics, natural language processing, neural networks, deep learning, reinforcement learning",15:58,16:07
2019 Spring,INFO-I138,Course 38,Dr. Williams,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Union Street,39.17137812,-86.50945125,AI/ML,"natural language processing, neural networks, AI ethics, reinforcement learning, deep learning",19:28,19:33
2019 Spring,INFO-I139,Course 39,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Read,39.16622221,-86.51488147,Cybersecurity,"penetration testing, cyber threats, encryption, risk management, network security",13:51,14:01
2019 Spring,INFO-I140,Course 40,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Cybersecurity,"risk management, penetration testing, network security, encryption, cyber threats",12:06,12:11
2019 Spring,INFO-I141,Course 41,Dr. Jones,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Union Street,39.17137812,-86.50945125,AI/ML,"reinforcement learning, natural language processing, AI ethics, neural networks, deep learning",19:20,19:30
2019 Spring,INFO-I142,Course 42,Dr. Smith,124,100,TRUE,54,36,11,6,17,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Forest,39.16469636,-86.51291367,Data Science,"big data, machine learning, visualization, data analysis, statistics",09:19,09:28
2019 Spring,INFO-I143,Course 43,Dr. Jones,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Union Street,39.17137812,-86.50945125,Software Engineering,"software design, agile, debugging, programming, testing",17:37,17:45
2019 Spring,INFO-I144,Course 44,Dr. Smith,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Union Street,39.17137812,-86.50945125,Software Engineering,"testing, programming, debugging, agile, software design",16:55,17:00
2019 Spring,INFO-I145,Course 45,Dr. Smith,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Forest,39.16469636,-86.51291367,Data Science,"visualization, big data, machine learning, statistics, data analysis",18:04,18:12
2019 Spring,INFO-I146,Course 46,Dr. Williams,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Forest,39.16469636,-86.51291367,Software Engineering,"agile, testing, debugging, software design, programming",16:27,16:32
2019 Spring,INFO-I147,Course 47,Dr. Williams,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,AI/ML,"AI ethics, deep learning, neural networks, natural language processing, reinforcement learning",16:31,16:37
2019 Spring,INFO-I148,Course 48,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,IMU,39.1677,-86.5237,AI/ML,"deep learning, AI ethics, neural networks, reinforcement learning, natural language processing",19:08,19:13
2019 Spring,INFO-I149,Course 49,Dr. Smith,141,150,TRUE,68,42,1,13,17,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"software design, programming, agile, testing, debugging",18:40,18:46
2019 Spring,INFO-I150,Course 50,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Collins,39.1708,-86.5237,Information Systems,"enterprise systems, databases, networking, IT management, cloud computing",18:04,18:12
2020 Spring,INFO-I101,Course 1,Dr. Smith,51,50,TRUE,20,11,6,9,5,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,Software Engineering,"programming, testing, software design, agile, debugging",18:06,18:16
2020 Spring,INFO-I102,Course 2,Dr. Brown,71,150,TRUE,28,20,13,2,8,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Forest,39.16469636,-86.51291367,Software Engineering,"programming, software design, agile, debugging, testing",12:28,12:38
2020 Spring,INFO-I103,Course 3,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Read,39.16622221,-86.51488147,HCI,"user experience, usability testing, human factors, interaction design, interface design",19:06,19:12
2020 Spring,INFO-I104,Course 4,Dr. Smith,84,100,TRUE,41,9,13,12,9,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Wells Library,39.1724,-86.5168,Software Engineering,"programming, debugging, testing, agile, software design",13:05,13:15
2020 Spring,INFO-I105,Course 5,Dr. Williams,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Collins,39.1708,-86.5237,Data Science,"data analysis, statistics, machine learning, big data, visualization",15:05,15:15
2020 Spring,INFO-I106,Course 6,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Read,39.16622221,-86.51488147,Data Science,"data analysis, visualization, statistics, big data, machine learning",15:46,15:54
2020 Spring,INFO-I107,Course 7,Dr. Williams,19,50,TRUE,7,5,3,3,1,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Data Science,"data analysis, statistics, machine learning, big data, visualization",18:02,18:11
2020 Spring,INFO-I108,Course 8,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,Data Science,"visualization, big data, data analysis, statistics, machine learning",18:26,18:34
2020 Spring,INFO-I109,Course 9,Dr. Jones,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,Software Engineering,"programming, debugging, testing, agile, software design",11:28,11:35
2020 Spring,INFO-I110,Course 10,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Wells Library,39.1724,-86.5168,Software Engineering,"programming, debugging, agile, testing, software design",09:56,10:05
2020 Spring,INFO-I111,Course 11,Dr. Smith,100,100,TRUE,57,13,21,8,1,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Data Science,"data analysis, statistics, visualization, big data, machine learning",19:50,19:57
2020 Spring,INFO-I112,Course 12,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,AI/ML,"AI ethics, natural language processing, reinforcement learning, deep learning, neural networks",12:32,12:41
2020 Spring,INFO-I113,Course 13,Dr. Jones,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"machine learning, statistics, data analysis, visualization, big data",16:10,16:17
2020 Spring,INFO-I114,Course 14,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,Data Science,"machine learning, big data, data analysis, statistics, visualization",15:39,15:47
2020 Spring,INFO-I115,Course 15,Dr. Smith,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Union Street,39.17137812,-86.50945125,Information Systems,"enterprise systems, IT management, cloud computing, databases, networking",12:26,12:34
2020 Spring,INFO-I116,Course 16,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Collins,39.1708,-86.5237,Information Systems,"enterprise systems, cloud computing, IT management, databases, networking",15:21,15:27
2020 Spring,INFO-I117,Course 17,Dr. Jones,36,50,TRUE,13,10,3,6,4,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,AI/ML,"natural language processing, deep learning, AI ethics, neural networks, reinforcement learning",16:54,17:00
2020 Spring,INFO-I118,Course 18,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Collins,39.1708,-86.5237,Data Science,"big data, visualization, statistics, data analysis, machine learning",10:29,10:37
2020 Spring,INFO-I119,Course 19,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Union Street,39.17137812,-86.50945125,Software Engineering,"debugging, programming, agile, software design, testing",17:20,17:27
2020 Spring,INFO-I120,Course 20,Dr. Smith,64,100,TRUE,46,4,7,0,7,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,Data Science,"data analysis, visualization, statistics, big data, machine learning",10:31,10:39
2020 Spring,INFO-I121,Course 21,Dr. Smith,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Data Science,"big data, machine learning, visualization, statistics, data analysis",09:18,09:24
2020 Spring,INFO-I122,Course 22,Dr. Williams,145,100,TRUE,73,24,20,18,10,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Collins,39.1708,-86.5237,Software Engineering,"debugging, software design, programming, testing, agile",13:38,13:43
2020 Spring,INFO-I123,Course 23,Dr. Jones,105,50,TRUE,55,7,15,18,10,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Software Engineering,"debugging, programming, agile, testing, software design",19:54,20:03
2020 Spring,INFO-I124,Course 24,Dr. Brown,73,150,TRUE,41,10,9,9,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,AI/ML,"deep learning, AI ethics, natural language processing, neural networks, reinforcement learning",14:03,14:08
2020 Spring,INFO-I125,Course 25,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Read,39.16622221,-86.51488147,Data Science,"machine learning, data analysis, big data, visualization, statistics",09:33,09:42
2020 Spring,INFO-I126,Course 26,Dr. Johnson,79,50,TRUE,35,25,12,3,4,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Information Systems,"IT management, enterprise systems, databases, cloud computing, networking",16:02,16:11
2020 Spring,INFO-I127,Course 27,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Wells Library,39.1724,-86.5168,Information Systems,"IT management, networking, cloud computing, enterprise systems, databases",18:15,18:23
2020 Spring,INFO-I128,Course 28,Dr. Williams,140,50,TRUE,45,34,31,20,10,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Collins,39.1708,-86.5237,Cybersecurity,"penetration testing, encryption, network security, cyber threats, risk management",14:56,15:03
2020 Spring,INFO-I129,Course 29,Dr. Brown,111,50,TRUE,45,29,24,2,11,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Data Science,"visualization, machine learning, big data, data analysis, statistics",11:18,11:23
2020 Spring,INFO-I130,Course 30,Dr. Brown,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Collins,39.1708,-86.5237,Cybersecurity,"penetration testing, encryption, network security, cyber threats, risk management",14:15,14:21
2020 Spring,INFO-I131,Course 31,Dr. Johnson,118,100,TRUE,67,20,11,15,5,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,AI/ML,"AI ethics, reinforcement learning, natural language processing, deep learning, neural networks",16:04,16:11
2020 Spring,INFO-I132,Course 32,Dr. Johnson,11,50,TRUE,8,2,1,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Forest,39.16469636,-86.51291367,Data Science,"visualization, big data, statistics, data analysis, machine learning",15:57,16:03
2020 Spring,INFO-I133,Course 33,Dr. Williams,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Read,39.16622221,-86.51488147,Software Engineering,"testing, software design, debugging, programming, agile",16:42,16:49
2020 Spring,INFO-I134,Course 34,Dr. Brown,21,150,TRUE,13,4,0,4,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Information Systems,"databases, IT management, enterprise systems, networking, cloud computing",17:12,17:17
2020 Spring,INFO-I135,Course 35,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,AI/ML,"neural networks, natural language processing, reinforcement learning, deep learning, AI ethics",11:51,11:56
2020 Spring,INFO-I136,Course 36,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Forest,39.16469636,-86.51291367,Software Engineering,"testing, debugging, agile, software design, programming",19:27,19:37
2020 Spring,INFO-I137,Course 37,Dr. Johnson,49,50,TRUE,23,12,5,3,6,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,Software Engineering,"programming, testing, debugging, agile, software design",18:29,18:39
2020 Spring,INFO-I138,Course 38,Dr. Williams,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,McNutt,39.1763,-86.5202,Data Science,"visualization, big data, statistics, machine learning, data analysis",09:20,09:27
2020 Spring,INFO-I139,Course 39,Dr. Brown,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,Cybersecurity,"network security, penetration testing, encryption, risk management, cyber threats",19:20,19:27
2020 Spring,INFO-I140,Course 40,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,HCI,"user experience, interface design, human factors, interaction design, usability testing",16:24,16:34
2020 Spring,INFO-I141,Course 41,Dr. Smith,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,Data Science,"data analysis, visualization, statistics, machine learning, big data",12:09,12:18
2020 Spring,INFO-I142,Course 42,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,HCI,"user experience, interaction design, human factors, usability testing, interface design",11:48,11:55
2020 Spring,INFO-I143,Course 43,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Cybersecurity,"risk management, cyber threats, encryption, penetration testing, network security",09:53,10:02
2020 Spring,INFO-I144,Course 44,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Forest,39.16469636,-86.51291367,Software Engineering,"testing, debugging, programming, software design, agile",13:23,13:30
2020 Spring,INFO-I145,Course 45,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,AI/ML,"neural networks, reinforcement learning, deep learning, AI ethics, natural language processing",13:05,13:15
2020 Spring,INFO-I146,Course 46,Dr. Johnson,54,150,TRUE,32,3,7,10,2,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,HCI,"interaction design, user experience, interface design, usability testing, human factors",15:41,15:50
2020 Spring,INFO-I147,Course 47,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Bookmarket,39.171,-86.5168,Information Systems,"networking, IT management, enterprise systems, databases, cloud computing",09:35,09:45
2020 Spring,INFO-I148,Course 48,Dr. Williams,49,150,TRUE,20,10,6,9,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Data Science,"big data, data analysis, machine learning, statistics, visualization",11:58,12:04
2020 Spring,INFO-I149,Course 49,Dr. Johnson,78,100,TRUE,17,24,19,8,10,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,IMU,39.1677,-86.5237,Information Systems,"enterprise systems, databases, networking, cloud computing, IT management",12:56,13:06
2020 Spring,INFO-I150,Course 50,Dr. Williams,150,100,TRUE,92,40,7,11,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Collins,39.1708,-86.5237,Information Systems,"databases, cloud computing, enterprise systems, networking, IT management",13:27,13:32
2021 Spring,INFO-I101,Course 1,Dr. Johnson,90,50,TRUE,56,6,18,1,9,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Forest,39.16469636,-86.51291367,AI/ML,"deep learning, natural language processing, AI ethics, reinforcement learning, neural networks",19:15,19:21
2021 Spring,INFO-I102,Course 2,Dr. Jones,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,AI/ML,"neural networks, natural language processing, AI ethics, deep learning, reinforcement learning",15:20,15:27
2021 Spring,INFO-I103,Course 3,Dr. Smith,20,100,TRUE,10,6,0,3,1,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,HCI,"usability testing, user experience, interface design, human factors, interaction design",13:07,13:15
2021 Spring,INFO-I104,Course 4,Dr. Williams,15,150,TRUE,12,2,0,1,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Read,39.16622221,-86.51488147,Information Systems,"IT management, cloud computing, networking, databases, enterprise systems",12:08,12:14
2021 Spring,INFO-I105,Course 5,Dr. Brown,124,50,TRUE,89,9,0,14,12,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,IMU,39.1677,-86.5237,Software Engineering,"agile, software design, debugging, programming, testing",18:39,18:49
2021 Spring,INFO-I106,Course 6,Dr. Johnson,150,150,TRUE,87,22,21,16,4,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Data Science,"machine learning, big data, visualization, statistics, data analysis",16:13,16:23
2021 Spring,INFO-I107,Course 7,Dr. Williams,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,McNutt,39.1763,-86.5202,HCI,"user experience, human factors, interface design, usability testing, interaction design",09:37,09:43
2021 Spring,INFO-I108,Course 8,Dr. Johnson,91,100,TRUE,38,21,20,2,10,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,HCI,"user experience, usability testing, human factors, interaction design, interface design",10:29,10:34
2021 Spring,INFO-I109,Course 9,Dr. Johnson,137,50,TRUE,48,20,32,15,22,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,AI/ML,"AI ethics, neural networks, reinforcement learning, natural language processing, deep learning",10:58,11:05
2021 Spring,INFO-I110,Course 10,Dr. Johnson,58,150,TRUE,20,14,14,2,8,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,HCI,"user experience, interface design, interaction design, human factors, usability testing",14:46,14:55
2021 Spring,INFO-I111,Course 11,Dr. Jones,142,150,TRUE,99,7,17,1,18,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,McNutt,39.1763,-86.5202,Data Science,"big data, statistics, data analysis, machine learning, visualization",16:31,16:37
2021 Spring,INFO-I112,Course 12,Dr. Brown,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Read,39.16622221,-86.51488147,AI/ML,"AI ethics, natural language processing, deep learning, neural networks, reinforcement learning",10:49,10:59
2021 Spring,INFO-I113,Course 13,Dr. Williams,81,150,TRUE,50,27,2,2,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,Cybersecurity,"network security, encryption, penetration testing, cyber threats, risk management",16:50,16:57
2021 Spring,INFO-I114,Course 14,Dr. Williams,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Wells Library,39.1724,-86.5168,Software Engineering,"agile, testing, debugging, programming, software design",11:37,11:45
2021 Spring,INFO-I115,Course 15,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,AI/ML,"AI ethics, reinforcement learning, neural networks, natural language processing, deep learning",12:55,13:00
2021 Spring,INFO-I116,Course 16,Dr. Johnson,40,150,TRUE,14,9,8,4,5,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Software Engineering,"agile, software design, debugging, programming, testing",14:23,14:28
2021 Spring,INFO-I117,Course 17,Dr. Brown,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Bookmarket,39.171,-86.5168,Data Science,"data analysis, machine learning, visualization, statistics, big data",12:27,12:34
2021 Spring,INFO-I118,Course 18,Dr. Johnson,58,50,TRUE,31,1,11,6,9,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Read,39.16622221,-86.51488147,AI/ML,"natural language processing, AI ethics, neural networks, reinforcement learning, deep learning",14:41,14:51
